start_date,end_date,the_group,state,condition_group,the_condition,age_group,covid_deaths,number_of_mentions
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest",25-34,15,16
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest",35-44,26,26
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest",45-54,38,38
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest",55-64,92,92
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest",65-74,144,144
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest",75-84,140,140
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest",85+,170,170
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrest","All Ages",632,633
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia",35-44,17,17
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia",45-54,24,27
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia",55-64,108,115
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia",65-74,249,254
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia",75-84,591,608
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia",85+,971,991
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cardiac arrhythmia","All Ages",1963,2016
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure",0-24,0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure",35-44,10,10
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure",45-54,26,26
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure",55-64,82,82
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure",65-74,256,257
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure",75-84,605,605
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure",85+,1159,1159
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Heart failure","All Ages",2140,2141
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cerebrovascular diseases",45-54,34,35
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cerebrovascular diseases",55-64,100,106
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cerebrovascular diseases",65-74,226,233
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cerebrovascular diseases",75-84,367,386
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cerebrovascular diseases",85+,574,598
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cerebrovascular diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Cerebrovascular diseases","All Ages",1315,1372
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system",25-34,20,20
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system",35-44,47,54
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system",45-54,100,117
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system",55-64,253,300
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system",65-74,390,437
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system",75-84,493,564
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system",85+,737,830
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Circulatory diseases","Other diseases of the circulatory system","All Ages",2048,2330
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,25-34,11,11
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,35-44,29,29
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,45-54,78,78
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,55-64,204,205
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,65-74,303,303
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,75-84,298,298
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,85+,225,225
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,Sepsis,Sepsis,"All Ages",1150,1151
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms",35-44,12,17
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms",45-54,46,64
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms",55-64,186,221
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms",65-74,338,402
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms",75-84,468,538
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms",85+,440,511
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Malignant neoplasms","Malignant neoplasms","All Ages",1494,1760
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,25-34,13,13
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,35-44,38,38
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,45-54,128,129
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,55-64,363,365
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,65-74,660,664
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,75-84,829,832
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,85+,772,777
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,Diabetes,Diabetes,"All Ages",2804,2819
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,0-24,11,11
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,25-34,33,33
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,35-44,68,68
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,45-54,120,120
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,55-64,192,192
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,65-74,201,203
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,75-84,133,133
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,85+,53,53
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,Obesity,Obesity,"All Ages",811,813
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease",0-24,0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease",25-34,0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease",35-44,0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease",65-74,61,61
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease",75-84,303,304
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease",85+,751,755
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Alzheimer disease","Alzheimer disease","All Ages",1125,1130
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia",0-24,0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia",25-34,0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia",35-44,0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia",55-64,27,27
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia",65-74,189,191
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia",75-84,754,756
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia",85+,1537,1541
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Vascular and unspecified dementia","Vascular and unspecified dementia","All Ages",2510,2518
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure",35-44,33,35
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure",45-54,106,109
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure",55-64,231,245
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure",65-74,371,390
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure",75-84,462,497
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure",85+,597,627
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,"Renal failure","Renal failure","All Ages",1814,1918
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,0-24,47,47
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,25-34,122,122
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,35-44,257,257
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,45-54,620,620
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,55-64,1633,1633
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,65-74,2761,2761
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,75-84,4074,4074
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,85+,5779,5779
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Minnesota,COVID-19,COVID-19,"All Ages",15293,15293
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",0-24,23,23
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",25-34,106,107
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",35-44,235,238
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",45-54,556,566
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",55-64,1186,1200
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",65-74,1794,1806
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",75-84,1709,1722
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia",85+,1190,1199
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Influenza and pneumonia","All Ages",6799,6861
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases",25-34,15,15
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases",35-44,25,25
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases",45-54,63,69
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases",55-64,240,251
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases",65-74,471,491
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases",75-84,544,570
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases",85+,313,322
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Chronic lower respiratory diseases","All Ages",1672,1744
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome",25-34,21,21
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome",35-44,68,68
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome",45-54,184,184
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome",55-64,350,350
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome",65-74,448,448
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome",75-84,397,397
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome",85+,258,258
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Adult respiratory distress syndrome","All Ages",1734,1734
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",0-24,24,24
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",25-34,112,112
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",35-44,248,253
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",45-54,559,562
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",55-64,1277,1301
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",65-74,2024,2072
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",75-84,2012,2057
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure",85+,1365,1390
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory failure","All Ages",7621,7771
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest",35-44,28,28
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest",45-54,38,38
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest",55-64,77,77
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest",65-74,140,140
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest",75-84,137,137
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest",85+,161,161
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Respiratory arrest","All Ages",588,588
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system",25-34,12,12
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system",35-44,22,23
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system",45-54,51,56
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system",55-64,123,132
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system",65-74,159,163
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system",75-84,199,205
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system",85+,145,149
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Mississippi,"Respiratory diseases","Other diseases of the respiratory system","All Ages",716,745
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases",25-34,39,40
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases",35-44,116,118
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases",45-54,256,261
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases",55-64,633,641
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases",65-74,1185,1200
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases",75-84,1260,1284
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases",85+,1039,1082
2020-01-01,2023-09-23,"By Total",Mississippi,"Circulatory diseases","Hypertensive diseases","Not stated",0,0
